review_id,user_id,feature_name,review_text,rating,sentiment,issue_category,support_ticket_flag,app_version,timestamp
R002173,U006128,AI Recommendations,Been watching thrillers for a month. It recommends rom-coms. Useless!,1.0,negative,Recommendation Quality,0,4.4.4,2025-02-21 14:49:00
R002174,U003811,AI Recommendations,Recommendations could be much better. Often irrelevant to my taste.,2.0,negative,Recommendation Quality,0,4.3.1,2024-08-30 17:56:00
R002175,U005744,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre.",3.0,neutral,Recommendation Quality,0,4.2.0,2024-08-27 08:26:00
R002176,U001541,AI Recommendations,The AI is improving. Better than before.,4.0,neutral,Positive Experience,0,4.4.2,2024-08-04 15:10:00
R002177,U003514,AI Recommendations,Good recommendations overall. Found a few hidden gems.,4.0,positive,Positive Experience,0,4.1.4,2024-09-10 15:49:00
R002178,U005161,AI Recommendations,The AI is improving. Better than before. Really needs work.,4.0,positive,Positive Experience,0,4.5.3,2024-10-20 03:50:00
R002179,U004606,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.4.4,2025-01-14 04:44:00
R002180,U005264,AI Recommendations,Good recommendations overall. Found a few hidden gems.,4.0,positive,Positive Experience,0,4.5.2,2024-12-19 14:59:00
R002181,U010930,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.2.2,2024-09-09 04:04:00
R002182,U011781,AI Recommendations,The AI has no idea what I like. Terrible suggestions.,1.0,negative,Recommendation Quality,0,4.2.0,2025-01-13 04:46:00
R002183,U006834,AI Recommendations,Been watching thrillers for a month. It recommends rom-coms. Useless!,1.0,negative,Recommendation Quality,0,4.2.3,2024-12-03 09:17:00
R002184,U006052,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.5.1,2024-10-23 10:41:00
R002185,U004360,AI Recommendations,Absolutely love the AI recommendations! Found shows I never knew existed.,5.0,positive,Positive Experience,0,4.2.2,2024-11-28 08:08:00
R002186,U009382,AI Recommendations,The recommendation engine feels outdated.,2.0,neutral,Recommendation Quality,0,4.1.4,2025-01-01 15:07:00
R002187,U003081,AI Recommendations,Repetitive suggestions. Needs improvement.,2.0,negative,Recommendation Quality,1,4.5.2,2025-01-27 17:32:00
R002188,U001036,AI Recommendations,Recommendations could be much better. Often irrelevant to my taste.,2.0,negative,Recommendation Quality,0,4.5.4,2025-02-23 03:12:00
R002189,U010495,AI Recommendations,Absolutely love the AI recommendations! Found shows I never knew existed.,5.0,positive,Positive Experience,0,4.5.0,2024-12-17 17:22:00
R002190,U006781,AI Recommendations,The AI is improving. Better than before. Please improve.,4.0,positive,Positive Experience,0,4.3.3,2024-12-20 21:04:00
R002191,U006602,AI Recommendations,The recommendation engine feels outdated.,2.0,negative,Recommendation Quality,1,4.5.1,2025-02-13 21:27:00
R002192,U000828,AI Recommendations,Repetitive suggestions. Needs improvement.,2.0,negative,Recommendation Quality,0,4.1.2,2024-11-29 19:15:00
R002193,U010790,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre.",3.0,neutral,Recommendation Quality,0,4.4.3,2024-08-15 14:19:00
R002194,U005427,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,,neutral,Recommendation Quality,0,4.4.1,2025-02-26 08:01:00
R002195,U000284,AI Recommendations,The AI has no idea what I like. Terrible suggestions. Please improve.,1.0,negative,Recommendation Quality,1,4.4.4,2025-02-08 17:09:00
R002196,U010859,AI Recommendations,Absolutely love the AI recommendations! Found shows I never knew existed.,5.0,positive,Positive Experience,0,4.1.2,2025-01-16 06:54:00
R002197,U001108,AI Recommendations,The AI is improving. Better than before.,4.0,positive,Positive Experience,0,4.4.3,2024-10-31 19:47:00
R002198,U007789,AI Recommendations,Absolutely love the AI recommendations! Found shows I never knew existed. Highly disappointing.,5.0,positive,Positive Experience,0,4.2.4,2024-09-03 10:10:00
R002199,U001817,AI Recommendations,The recommendation engine is spot on for my taste.,5.0,positive,Positive Experience,0,4.3.4,2024-10-09 08:05:00
R002200,U003503,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre.",3.0,neutral,Recommendation Quality,0,4.1.0,2025-01-28 15:52:00
R002201,U000122,AI Recommendations,Absolutely love the AI recommendations! Found shows I never knew existed.,5.0,positive,Positive Experience,0,4.1.3,2024-12-27 14:43:00
R002202,U005730,AI Recommendations,Repetitive suggestions. Needs improvement.,2.0,negative,Recommendation Quality,1,4.4.3,2024-08-26 17:18:00
R002203,U008932,AI Recommendations,Repetitive suggestions. Needs improvement.,2.0,negative,Recommendation Quality,1,4.3.1,2024-12-09 00:44:00
R002204,U006081,AI Recommendations,Good recommendations overall. Found a few hidden gems.,4.0,positive,Positive Experience,0,4.3.1,2024-10-03 21:15:00
R002205,U011558,AI Recommendations,The recommendation engine feels outdated.,2.0,negative,Recommendation Quality,0,4.3.0,2025-02-23 16:43:00
R002206,U002553,AI Recommendations,Recommendations could be much better. Often irrelevant to my taste. Still waiting for a fix.,2.0,negative,Recommendation Quality,1,4.5.1,2024-10-05 05:13:00
R002207,U000802,AI Recommendations,Recommendations are repetitive and boring. Same shows every time. Please improve.,1.0,negative,Recommendation Quality,1,4.3.0,2025-01-19 23:50:00
R002208,U007809,AI Recommendations,Been watching thrillers for a month. It recommends rom-coms. Useless! Really needs work.,1.0,negative,Recommendation Quality,0,4.1.2,2024-08-09 06:50:00
R002209,U001781,AI Recommendations,Absolutely love the AI recommendations! Found shows I never knew existed.,5.0,positive,Positive Experience,0,4.1.4,2024-10-20 21:30:00
R002210,U010125,AI Recommendations,Absolutely love the AI recommendations! Found shows I never knew existed.,5.0,positive,Positive Experience,0,4.1.0,2024-11-21 13:29:00
R002211,U005403,AI Recommendations,The AI is improving. Better than before.,4.0,positive,Positive Experience,0,4.3.4,2024-11-12 05:19:00
R002212,U001410,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre.",3.0,neutral,Recommendation Quality,0,4.3.0,2024-12-25 17:32:00
R002213,U004547,AI Recommendations,THE AI HAS NO IDEA WHAT I LIKE. TERRIBLE SUGGESTIONS.,1.0,negative,Recommendation Quality,0,4.3.1,2024-08-13 12:35:00
R002214,U011218,AI Recommendations,The AI is improving. Better than before.,4.0,positive,Positive Experience,0,4.1.0,2024-11-17 08:36:00
R002215,U008248,AI Recommendations,The AI is improving. Better than before. Highly disappointing.,4.0,positive,Positive Experience,0,4.4.2,2024-08-28 03:41:00
R002216,U001573,AI Recommendations,Repetitive suggestions. Needs improvement.,2.0,negative,Recommendation Quality,1,4.1.2,2024-12-29 12:04:00
R002217,U002549,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre. Highly disappointing.",3.0,neutral,Recommendation Quality,0,4.2.1,2025-02-09 23:37:00
R002218,U005136,AI Recommendations,Recommendations could be much better. Often irrelevant to my taste.,2.0,negative,Recommendation Quality,1,4.1.4,2025-02-16 08:18:00
R002219,U006434,AI Recommendations,The AI is improving. Better than before.,4.0,positive,Positive Experience,0,4.2.2,2024-10-23 13:27:00
R002220,U003111,AI Recommendations,Good recommendations overall. Found a few hidden gems.,4.0,positive,Positive Experience,0,4.3.4,2024-09-06 13:29:00
R002221,U007387,AI Recommendations,Absolutely love the AI recommendations! Found shows I never knew existed.,5.0,positive,Positive Experience,0,4.4.2,2024-09-22 01:51:00
R002222,U009945,AI Recommendations,RECOMMENDATIONS ARE REPETITIVE AND BORING. SAME SHOWS EVERY TIME.,1.0,negative,Recommendation Quality,1,4.3.0,2025-01-01 03:22:00
R002223,U001121,AI Recommendations,The recommendation engine is spot on for my taste.,5.0,positive,Positive Experience,0,4.5.2,2024-10-15 18:29:00
R002224,U003910,AI Recommendations,The recommendation engine feels outdated.,2.0,negative,Recommendation Quality,1,4.4.1,2024-11-29 05:11:00
R002225,U010940,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre.",3.0,neutral,Recommendation Quality,0,4.2.1,2024-08-07 13:19:00
R002226,U007886,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.4.3,2024-10-23 07:38:00
R002227,U008860,AI Recommendations,The AI has no idea what I like. Terrible suggestions.,1.0,negative,Recommendation Quality,0,4.1.4,2024-10-02 08:57:00
R002228,U005774,AI Recommendations,Recommendations are repetitive and boring. Same shows every time. Still waiting for a fix.,1.0,negative,Recommendation Quality,1,4.5.0,2025-01-01 11:55:00
R002229,U000629,AI Recommendations,Recommendations are repetitive and boring. Same shows every time.,1.0,negative,Recommendation Quality,0,4.5.1,2024-09-23 14:20:00
R002230,U008165,AI Recommendations,The AI has no idea what I like. Terrible suggestions.,1.0,negative,Recommendation Quality,1,4.2.3,2024-11-30 10:53:00
R002231,U005834,AI Recommendations,Recommendations could be much better. Often irrelevant to my taste.,2.0,negative,Recommendation Quality,0,4.4.0,2024-10-08 09:09:00
R002232,U007283,AI Recommendations,Repetitive suggestions. Needs improvement.,2.0,negative,Recommendation Quality,0,4.5.2,2024-08-23 09:19:00
R002233,U004941,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.4.0,2024-09-19 09:10:00
R002234,U010482,AI Recommendations,Repetitive suggestions. Needs improvement.,2.0,negative,Recommendation Quality,0,4.3.0,2025-01-23 22:46:00
R002235,U000038,AI Recommendations,Recommendations could be much better. Often irrelevant to my taste.,2.0,negative,Recommendation Quality,1,4.1.3,2024-12-08 17:36:00
R002236,U008023,AI Recommendations,Been watching thrillers for a month. It recommends rom-coms. Useless!,1.0,negative,Recommendation Quality,0,4.5.4,2024-09-28 12:16:00
R002237,U004185,AI Recommendations,The AI is improving. Better than before.,4.0,positive,Positive Experience,0,4.1.0,2025-01-04 03:20:00
R002238,U007631,AI Recommendations,Been watching thrillers for a month. It recommends rom-coms. Useless! Please improve.,1.0,negative,Recommendation Quality,0,4.3.2,2025-01-08 14:57:00
R002239,U010453,AI Recommendations,The AI is improving. Better than before.,4.0,positive,Positive Experience,0,4.4.4,2024-12-31 20:10:00
R002240,U011693,AI Recommendations,The AI has no idea what I like. Terrible suggestions.,1.0,negative,Recommendation Quality,0,4.1.4,2024-12-23 04:12:00
R002241,U003418,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.3.2,2025-02-15 20:22:00
R002242,U005991,AI Recommendations,BEEN WATCHING THRILLERS FOR A MONTH. IT RECOMMENDS ROM-COMS. USELESS!,1.0,negative,Recommendation Quality,0,4.4.0,2024-12-06 21:51:00
R002243,U000357,AI Recommendations,The AI is improving. Better than before.,4.0,positive,Positive Experience,0,4.5.4,2024-09-10 09:38:00
R002244,U007969,AI Recommendations,Good recommendations overall. Found a few hidden gems.,4.0,positive,Positive Experience,0,4.1.4,2024-12-15 03:23:00
R002245,U000974,AI Recommendations,Recommendations could be much better. Often irrelevant to my taste.,2.0,negative,Recommendation Quality,0,4.1.2,2024-12-30 01:37:00
R002246,U011719,AI Recommendations,The recommendation engine feels outdated.,2.0,negative,Recommendation Quality,0,4.4.1,2024-11-21 09:48:00
R002247,U002529,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.1.3,2024-12-29 06:29:00
R002248,U009928,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.5.2,2024-08-18 20:50:00
R002249,U001660,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.4.0,2025-02-18 07:38:00
R002250,U009299,AI Recommendations,Good recommendations overall. Found a few hidden gems.,4.0,positive,Positive Experience,0,4.5.1,2024-09-26 07:17:00
R002251,U001505,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.2.0,2024-08-19 19:43:00
R002252,U006813,AI Recommendations,Repetitive suggestions. Needs improvement.,2.0,negative,Recommendation Quality,0,4.5.2,2024-08-27 08:36:00
R002253,U006221,AI Recommendations,The recommendation engine feels outdated.,2.0,negative,Recommendation Quality,1,4.3.1,2024-11-13 01:40:00
R002254,U005099,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.5.1,2024-08-14 02:32:00
R002255,U007100,AI Recommendations,Recommendations could be much better. Often irrelevant to my taste.,,negative,Recommendation Quality,0,4.5.4,2024-11-24 06:42:00
R002256,U000102,AI Recommendations,Absolutely love the AI recommendations! Found shows I never knew existed.,5.0,negative,Positive Experience,0,4.3.4,2024-09-11 04:26:00
R002257,U007541,AI Recommendations,Repetitive suggestions. Needs improvement.,2.0,negative,Recommendation Quality,0,4.4.2,2024-10-31 03:09:00
R002258,U011053,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre.",3.0,neutral,Recommendation Quality,0,4.3.3,2024-10-26 05:54:00
R002259,U006841,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre.",3.0,neutral,Recommendation Quality,0,4.5.1,2024-09-08 16:18:00
R002260,U000696,AI Recommendations,Good recommendations overall. Found a few hidden gems.,4.0,positive,Positive Experience,0,4.1.3,2025-02-11 00:21:00
R002261,U011525,AI Recommendations,Good recommendations overall. Found a few hidden gems.,4.0,positive,Positive Experience,0,4.2.3,2025-01-12 18:34:00
R002262,U001050,AI Recommendations,The AI is improving. Better than before.,4.0,positive,Positive Experience,0,4.2.1,2024-11-02 14:16:00
R002263,U001935,AI Recommendations,Good recommendations overall. Found a few hidden gems.,4.0,positive,Positive Experience,0,4.4.4,2024-09-16 18:45:00
R002264,U006130,AI Recommendations,Repetitive suggestions. Needs improvement.,2.0,negative,Recommendation Quality,1,4.3.3,2025-02-19 15:06:00
R002265,U008515,AI Recommendations,The recommendation engine feels outdated.,2.0,negative,Recommendation Quality,1,4.2.0,2025-01-26 00:51:00
R002266,U008870,AI Recommendations,Repetitive suggestions. Needs improvement.,2.0,negative,Recommendation Quality,1,4.1.2,2024-09-22 12:43:00
R002267,U001367,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre. Please improve.",3.0,neutral,Recommendation Quality,0,4.5.0,2025-01-14 01:36:00
R002268,U002142,AI Recommendations,Good recommendations overall. Found a few hidden gems.,4.0,positive,Positive Experience,0,4.2.3,2024-12-19 15:10:00
R002269,U001915,AI Recommendations,Been watching thrillers for a month. It recommends rom-coms. Useless! Highly disappointing.,1.0,negative,Recommendation Quality,1,4.2.1,2024-12-09 23:05:00
R002270,U002758,AI Recommendations,The recommendation engine feels outdated.,2.0,negative,Recommendation Quality,0,4.2.2,2025-01-04 10:16:00
R002271,U004109,AI Recommendations,Good recommendations overall. Found a few hidden gems.,4.0,positive,Positive Experience,0,4.4.1,2024-12-06 17:35:00
R002272,U002613,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.5.3,2024-12-27 11:12:00
R002273,U011429,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.2.1,2024-12-16 02:03:00
R002274,U003177,AI Recommendations,Recommendations are repetitive and boring. Same shows every time.,1.0,negative,Recommendation Quality,1,4.2.3,2024-11-11 19:50:00
R002275,U006020,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre.",3.0,neutral,Recommendation Quality,0,4.4.2,2024-08-06 07:48:00
R002276,U006421,AI Recommendations,The AI is improving. Better than before.,4.0,positive,Positive Experience,0,4.5.1,2024-12-05 12:38:00
R002277,U007116,AI Recommendations,The AI is improving. Better than before. Really needs work.,4.0,positive,Positive Experience,0,4.3.1,2025-02-03 15:41:00
R002278,U005822,AI Recommendations,Good recommendations overall. Found a few hidden gems.,4.0,neutral,Positive Experience,0,4.2.3,2024-11-30 04:01:00
R002279,U006472,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.3.3,2024-09-22 16:29:00
R002280,U008468,AI Recommendations,Absolutely love the AI recommendations! Found shows I never knew existed.,,positive,Positive Experience,0,4.4.3,2024-12-27 20:31:00
R002281,U010444,AI Recommendations,The AI is improving. Better than before.,4.0,positive,Positive Experience,0,4.2.4,2024-08-09 02:20:00
R002282,U005839,AI Recommendations,Repetitive suggestions. Needs improvement.,2.0,negative,Recommendation Quality,0,4.1.4,2024-11-20 06:55:00
R002283,U010636,AI Recommendations,Recommendations could be much better. Often irrelevant to my taste.,2.0,negative,Recommendation Quality,0,4.5.1,2025-01-19 18:23:00
R002284,U000311,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre.",3.0,neutral,Recommendation Quality,0,4.3.0,2024-10-05 11:01:00
R002285,U001473,AI Recommendations,Good recommendations overall. Found a few hidden gems.,4.0,positive,Positive Experience,0,4.3.2,2024-09-16 11:37:00
R002286,U006688,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre.",3.0,neutral,Recommendation Quality,0,4.1.0,2024-11-24 02:26:00
R002287,U003255,AI Recommendations,The recommendation engine feels outdated.,2.0,negative,Recommendation Quality,1,4.5.0,2025-01-23 21:20:00
R002288,U000937,AI Recommendations,The recommendation engine feels outdated.,2.0,negative,Recommendation Quality,0,4.2.4,2024-11-07 12:48:00
R002289,U004866,AI Recommendations,The AI has no idea what I like. Terrible suggestions.,1.0,negative,Recommendation Quality,0,4.5.3,2025-01-08 01:46:00
R002290,U005432,AI Recommendations,The recommendation engine feels outdated. Still waiting for a fix.,2.0,negative,Recommendation Quality,0,4.4.1,2024-09-18 21:05:00
R002291,U010186,AI Recommendations,Repetitive suggestions. Needs improvement.,2.0,negative,Recommendation Quality,1,4.1.4,2024-10-10 22:29:00
R002292,U004460,AI Recommendations,Recommendations are repetitive and boring. Same shows every time.,1.0,negative,Recommendation Quality,1,4.4.3,2024-09-24 13:01:00
R002293,U001678,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre. Please improve.",3.0,neutral,Recommendation Quality,0,4.3.2,2024-12-04 17:39:00
R002294,U003191,AI Recommendations,Recommendations could be much better. Often irrelevant to my taste.,2.0,negative,Recommendation Quality,0,4.4.4,2024-08-07 21:44:00
R002295,U006123,AI Recommendations,Good recommendations overall. Found a few hidden gems.,4.0,positive,Positive Experience,0,4.4.2,2024-12-20 18:17:00
R002296,U010991,AI Recommendations,The AI has no idea what I like. Terrible suggestions.,1.0,negative,Recommendation Quality,0,4.3.4,2024-11-09 00:59:00
R002297,U000588,AI Recommendations,The recommendation engine feels outdated.,2.0,negative,Recommendation Quality,0,4.1.2,2024-11-08 09:18:00
R002298,U003300,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.1.3,2024-12-25 03:10:00
R002299,U010799,AI Recommendations,Recommendations could be much better. Often irrelevant to my taste.,2.0,negative,Recommendation Quality,1,4.2.2,2024-12-01 06:42:00
R002300,U011053,AI Recommendations,The recommendation engine is spot on for my taste.,5.0,positive,Positive Experience,0,4.1.0,2024-12-15 11:07:00
R002301,U011725,AI Recommendations,The AI is improving. Better than before. Still waiting for a fix.,4.0,positive,Positive Experience,0,4.1.4,2025-01-03 23:37:00
R002302,U010973,AI Recommendations,Absolutely love the AI recommendations! Found shows I never knew existed.,5.0,positive,Positive Experience,0,4.4.4,2025-02-06 10:32:00
R002303,U001650,AI Recommendations,The recommendation engine is spot on for my taste.,5.0,positive,Positive Experience,0,4.3.2,2024-11-10 15:55:00
R002304,U003117,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.3.1,2025-01-30 04:55:00
R002305,U003578,AI Recommendations,The AI is improving. Better than before. Really needs work.,4.0,positive,Positive Experience,0,4.2.0,2024-12-06 06:18:00
R002306,U006085,AI Recommendations,Recommendations could be much better. Often irrelevant to my taste.,2.0,negative,Recommendation Quality,1,4.5.4,2024-08-21 08:07:00
R002307,U002211,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre.",3.0,neutral,Recommendation Quality,0,4.3.3,2024-12-12 16:04:00
R002308,U005372,AI Recommendations,The AI has no idea what I like. Terrible suggestions. Highly disappointing.,1.0,negative,Recommendation Quality,0,4.2.3,2024-10-19 13:16:00
R002309,U001140,AI Recommendations,The AI has no idea what I like. Terrible suggestions.,1.0,negative,Recommendation Quality,1,4.3.1,2024-12-21 20:47:00
R002310,U011922,AI Recommendations,The AI is improving. Better than before.,4.0,positive,Positive Experience,0,4.4.4,2025-02-23 23:36:00
R002311,U008199,AI Recommendations,Been watching thrillers for a month. It recommends rom-coms. Useless!,1.0,negative,Recommendation Quality,1,4.1.4,2025-02-18 06:45:00
R002312,U001124,AI Recommendations,Recommendations could be much better. Often irrelevant to my taste.,2.0,negative,Recommendation Quality,0,4.4.1,2024-08-03 17:25:00
R002313,U010976,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre.",3.0,neutral,Recommendation Quality,0,4.3.1,2024-10-07 21:29:00
R002314,U009890,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre.",3.0,neutral,Recommendation Quality,0,4.1.4,2025-02-16 18:38:00
R002315,U010011,AI Recommendations,Recommendations are repetitive and boring. Same shows every time.,1.0,negative,Recommendation Quality,0,4.1.2,2024-08-10 03:09:00
R002316,U007610,AI Recommendations,Absolutely love the AI recommendations! Found shows I never knew existed.,5.0,positive,Positive Experience,0,4.1.3,2025-02-06 22:09:00
R002317,U009641,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.3.1,2024-09-18 06:07:00
R002318,U003245,AI Recommendations,The recommendation engine is spot on for my taste.,5.0,positive,Positive Experience,0,4.3.2,2024-11-11 00:51:00
R002319,U001013,AI Recommendations,Recommendations could be much better. Often irrelevant to my taste. Please improve.,2.0,negative,Recommendation Quality,0,4.1.2,2025-01-28 16:25:00
R002320,U006025,AI Recommendations,The AI is improving. Better than before.,4.0,positive,Positive Experience,0,4.5.4,2024-11-18 00:20:00
R002321,U001099,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.5.4,2024-11-24 18:40:00
R002322,U004925,AI Recommendations,The recommendation engine feels outdated. Really needs work.,2.0,negative,Recommendation Quality,0,4.4.0,2025-01-11 09:00:00
R002323,U002493,AI Recommendations,Recommendations could be much better. Often irrelevant to my taste.,2.0,negative,Recommendation Quality,1,4.3.0,2024-08-15 02:29:00
R002324,U002626,AI Recommendations,The recommendation engine feels outdated.,2.0,negative,Recommendation Quality,0,4.3.3,2025-01-29 01:29:00
R002325,U007015,AI Recommendations,Recommendations could be much better. Often irrelevant to my taste. Really needs work.,2.0,negative,Recommendation Quality,0,4.2.4,2024-09-24 02:00:00
R002326,U010874,AI Recommendations,Absolutely love the AI recommendations! Found shows I never knew existed.,5.0,positive,Positive Experience,0,4.5.3,2024-08-09 14:51:00
R002327,U002220,AI Recommendations,Absolutely love the AI recommendations! Found shows I never knew existed.,5.0,positive,Positive Experience,0,4.4.0,2024-09-30 20:52:00
R002328,U003670,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre.",3.0,neutral,Recommendation Quality,0,4.1.3,2025-02-10 18:00:00
R002329,U006245,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable. Highly disappointing.,3.0,neutral,Recommendation Quality,0,4.5.3,2025-01-19 10:51:00
R002330,U006030,AI Recommendations,The recommendation engine is spot on for my taste.,5.0,positive,Positive Experience,0,4.4.0,2024-10-17 10:15:00
R002331,U009286,AI Recommendations,The recommendation engine feels outdated.,2.0,negative,Recommendation Quality,0,4.3.4,2025-01-04 22:54:00
R002332,U010811,AI Recommendations,Good recommendations overall. Found a few hidden gems.,4.0,positive,Positive Experience,0,4.3.0,2024-09-23 10:15:00
R002333,U011276,AI Recommendations,Repetitive suggestions. Needs improvement.,2.0,negative,Recommendation Quality,0,4.5.0,2024-08-24 00:04:00
R002334,U007070,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.3.1,2025-01-22 14:10:00
R002335,U007855,AI Recommendations,Recommendations are repetitive and boring. Same shows every time.,1.0,negative,Recommendation Quality,0,4.4.0,2024-08-03 22:39:00
R002336,U004879,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.3.4,2024-10-14 13:48:00
R002337,U007803,AI Recommendations,Recommendations could be much better. Often irrelevant to my taste.,2.0,negative,Recommendation Quality,1,4.2.0,2024-12-30 13:22:00
R002338,U008294,AI Recommendations,Absolutely love the AI recommendations! Found shows I never knew existed.,5.0,positive,Positive Experience,0,4.2.0,2024-10-02 04:23:00
R002339,U005014,AI Recommendations,Recommendations are repetitive and boring. Same shows every time.,1.0,negative,Recommendation Quality,1,4.2.0,2024-10-24 12:50:00
R002340,U004107,AI Recommendations,The AI is improving. Better than before.,4.0,positive,Positive Experience,0,4.3.3,2025-01-01 18:09:00
R002341,U001359,AI Recommendations,Good recommendations overall. Found a few hidden gems.,4.0,positive,Positive Experience,0,4.1.0,2024-11-21 05:05:00
R002342,U006358,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre.",3.0,neutral,Recommendation Quality,0,4.2.0,2024-12-24 18:43:00
R002343,U005202,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre.",3.0,neutral,Recommendation Quality,0,4.5.3,2024-09-14 04:41:00
R002344,U002073,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.4.0,2024-08-25 09:17:00
R002345,U002829,AI Recommendations,The recommendation engine feels outdated.,2.0,negative,Recommendation Quality,0,4.1.3,2025-02-25 13:50:00
R002346,U001830,AI Recommendations,The recommendation engine feels outdated.,2.0,negative,Recommendation Quality,0,4.5.2,2025-01-31 08:09:00
R002347,U002650,AI Recommendations,Occasionally suggests something I enjoy but mostly predictable.,3.0,neutral,Recommendation Quality,0,4.5.1,2024-12-23 05:11:00
R002348,U006479,AI Recommendations,The recommendation engine is spot on for my taste.,5.0,positive,Positive Experience,0,4.2.0,2024-11-03 12:49:00
R002349,U000486,AI Recommendations,Good recommendations overall. Found a few hidden gems.,4.0,positive,Positive Experience,0,4.4.2,2025-01-03 02:25:00
R002350,U000522,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre.",3.0,neutral,Recommendation Quality,0,4.4.2,2024-12-06 01:32:00
R002351,U001963,AI Recommendations,The AI is improving. Better than before.,4.0,positive,Positive Experience,0,4.1.1,2025-01-24 01:29:00
R002352,U003099,AI Recommendations,Good recommendations overall. Found a few hidden gems.,4.0,positive,Positive Experience,0,4.4.4,2024-11-19 23:58:00
R002353,U000791,AI Recommendations,"AI recommendations are hit or miss. Sometimes good, often mediocre.",3.0,neutral,Recommendation Quality,0,4.2.1,2025-02-24 14:34:00
R002354,U003068,AI Recommendations,The AI is improving. Better than before.,4.0,positive,Positive Experience,0,4.3.0,2024-10-15 12:47:00
R002355,U000757,AI Recommendations,Good recommendations overall. Found a few hidden gems.,4.0,positive,Positive Experience,0,4.4.4,2024-11-03 16:54:00
R002356,U003439,AI Recommendations,Repetitive suggestions. Needs improvement.,2.0,negative,Recommendation Quality,1,4.5.1,2024-12-14 05:19:00
R002357,U011352,AI Recommendations,Repetitive suggestions. Needs improvement. Really needs work.,2.0,negative,Recommendation Quality,0,4.5.4,2024-10-11 21:40:00
R002358,U002451,AI Recommendations,The recommendation engine is spot on for my taste. Really needs work.,5.0,positive,Positive Experience,0,4.4.4,2024-11-26 02:23:00
